math score,reading score,writing score,pass,gender_female,gender_male,race/ethnicity_group A,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_associate's degree,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_free/reduced,lunch_standard,test preparation course_completed,test preparation course_none
41,46,43,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
82,90,94,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
61,61,62,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
28,23,19,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
82,75,77,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
41,55,51,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
71,60,61,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
47,37,35,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
62,56,53,1,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
90,78,81,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
83,93,95,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
61,68,66,1,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
76,70,69,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
49,51,43,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
24,38,27,0,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True
35,55,60,1,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
58,61,52,1,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
61,73,63,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
69,76,74,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
67,72,67,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
79,73,67,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
72,80,75,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
62,61,57,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
77,94,95,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
75,74,66,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
87,74,76,1,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
52,65,69,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
66,57,52,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
63,78,80,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
46,58,57,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
59,71,70,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
61,72,70,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
63,61,61,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
42,66,69,1,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
59,62,61,1,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
80,90,89,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
58,62,59,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
85,84,78,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
52,58,58,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
27,34,32,0,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
59,60,58,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
49,58,60,1,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
69,58,53,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
61,66,61,1,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
44,64,58,1,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
73,84,85,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
84,77,71,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
45,73,70,1,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
74,74,72,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
82,97,96,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
59,70,73,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
46,43,41,0,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
80,90,82,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
85,95,100,1,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
71,83,77,1,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
66,64,62,1,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
80,86,83,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
87,100,95,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
79,81,71,1,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
38,49,45,0,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
38,43,43,0,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
67,76,75,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
64,73,70,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
57,78,67,1,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
62,64,64,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
73,70,75,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
73,67,59,1,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
77,68,77,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
76,67,67,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
57,54,56,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
65,74,77,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
48,45,41,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
50,67,63,1,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
85,89,95,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
74,63,57,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
60,59,54,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
59,54,67,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
53,43,43,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
49,65,55,1,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
88,99,100,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
54,59,62,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
63,73,68,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
65,65,63,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
82,80,77,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
52,57,56,1,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
87,84,85,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
70,71,74,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False
84,83,78,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
71,66,60,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
63,67,67,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
51,72,79,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
84,73,69,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
71,74,68,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
74,73,67,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
68,59,62,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
57,56,54,1,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
82,93,93,1,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
57,58,64,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
47,58,67,1,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
59,85,80,1,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
41,39,34,0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
62,67,62,1,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
86,83,86,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
69,71,65,1,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
65,59,53,1,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
68,63,54,1,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
64,66,59,1,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
61,72,70,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
61,56,55,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
47,59,50,1,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
73,66,66,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
50,48,53,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
75,68,64,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
75,66,73,1,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
70,56,51,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
89,88,82,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
67,81,79,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
78,81,80,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
59,73,69,1,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
73,83,76,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
79,82,73,1,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
67,74,77,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
69,66,60,1,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
86,81,80,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
47,46,42,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
81,73,72,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
64,85,85,1,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
100,92,97,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
65,77,74,1,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
65,58,49,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
53,61,62,1,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
37,56,47,0,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
79,89,89,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
53,54,48,1,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
100,100,100,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
72,65,68,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
53,58,55,1,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
54,54,45,1,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
71,70,76,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
77,90,91,1,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
75,58,62,1,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
84,87,91,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
26,31,38,0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
72,67,65,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
77,88,85,1,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
91,74,76,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
83,85,90,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
63,69,74,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
68,86,84,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
59,67,61,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
90,90,91,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
71,76,83,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False
76,62,66,1,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
80,68,72,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
55,64,70,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
76,71,67,1,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
73,71,68,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
52,59,56,1,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
68,68,61,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
59,52,46,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
49,52,54,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
70,74,71,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
61,47,56,1,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
60,75,74,1,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
64,53,57,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
79,82,82,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
65,85,76,1,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
64,64,70,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
83,83,90,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
81,88,90,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
54,64,68,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
68,64,66,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
54,48,52,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
59,78,76,1,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
66,69,68,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
76,71,72,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
74,79,82,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
94,87,92,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
63,61,54,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
95,89,92,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
40,59,54,1,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
82,82,80,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
68,70,66,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
55,59,54,1,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
79,78,77,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
86,92,87,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
76,71,73,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
64,50,43,1,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
62,49,52,1,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
54,61,62,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
77,97,94,1,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
76,87,85,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
74,89,84,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
66,74,73,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
66,78,78,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
67,78,79,1,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
71,49,52,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
91,86,84,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
69,58,57,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
54,59,50,1,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
53,52,49,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
68,60,59,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
56,61,60,1,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
36,53,43,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
29,41,47,0,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
62,74,70,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
68,67,73,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
47,54,53,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
62,61,58,1,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
79,88,94,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
73,69,68,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
66,83,83,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
51,60,58,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
51,66,62,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
85,66,71,1,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
97,92,86,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
75,69,68,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
79,82,80,1,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
81,77,79,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
82,95,89,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
64,63,66,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
78,83,80,1,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
92,100,97,1,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
72,67,64,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
62,67,64,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
79,72,69,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
79,76,65,1,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
87,90,88,1,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
40,48,50,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
77,62,64,1,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
53,45,40,0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
32,39,33,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
55,72,79,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
61,67,66,1,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
53,70,70,1,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
73,66,62,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
74,75,79,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
63,74,74,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
96,90,92,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
63,80,80,1,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
48,51,46,0,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
48,43,45,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
92,100,100,1,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
61,71,78,1,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
63,48,47,1,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
68,68,67,1,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
71,75,70,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
91,96,92,1,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
53,62,56,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
50,66,64,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
74,81,71,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
40,55,53,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
61,51,52,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
81,91,89,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
48,56,58,1,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
53,61,68,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
81,97,96,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
77,79,80,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
63,73,78,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
73,75,80,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
69,77,77,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
65,76,76,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
55,73,73,1,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
44,63,62,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
54,64,65,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
48,66,65,1,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
58,57,54,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
71,62,50,1,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
68,68,64,1,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
74,76,73,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
92,100,99,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
56,79,72,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
30,24,15,0,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
53,54,48,1,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
69,77,73,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
65,82,81,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
54,60,63,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
29,29,30,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
76,78,80,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
60,57,51,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
84,89,90,1,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
75,72,62,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
85,84,82,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
40,58,54,1,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
61,64,62,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
58,63,65,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
69,60,63,1,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
58,59,66,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
94,90,91,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
65,77,74,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
82,93,93,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
60,68,72,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
37,45,38,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
88,78,83,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
95,81,84,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
65,73,68,1,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
35,61,54,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
62,63,56,1,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
58,51,52,1,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
100,96,86,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
61,58,62,1,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
100,97,99,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
69,70,63,1,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
61,48,46,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
49,57,46,1,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
44,51,55,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
67,64,70,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
79,60,65,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
66,74,81,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False
75,88,85,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
84,84,80,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
71,74,64,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
67,80,81,1,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
80,92,88,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
86,76,74,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
76,74,73,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
41,52,51,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
74,88,90,1,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
72,81,79,1,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True
74,79,80,1,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False
70,65,60,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
65,81,81,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False
59,70,65,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
64,62,68,1,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
50,53,55,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
69,79,81,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
51,56,53,1,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
68,80,76,1,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
85,86,98,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
